idx,persona_text,source_config,age,is_excluded,llm_label,llm_confidence,llm_reason,edu_group
135705,A young child who is mesmerized by the stories and dreams of one day becoming a submarine pilot themselves,persona,5.0,False,yes,90,"The persona is described as a young child with dreams, implying an age consistent with primary school.",primary
39935,A young child who is fascinated by birds and butterflies and eagerly helps in creating the backyard haven,persona,5.0,False,yes,90,young child and backyard activities suggest primary school age,primary
61632,"Another young child of Chinese heritage living in China, who can help the child practice their Mandarin skills and learn more about Chinese culture",persona,5.0,False,yes,90,young child,primary
122514,A young child who listens intently to the veteran's stories and draws pictures based on the stories,persona,5.0,False,yes,90,"The persona is described as a young child, implying an age consistent with primary school attendance.",primary
155466,"A young, curious child fascinated by marine life and eager to learn about coral reefs",persona,5.0,False,yes,90,"young and curious child, no indication of higher education level",primary
156331,"A curious young student fascinated by herpetology, the study of reptiles and amphibians, who just learned about Platyceps atayevi in class.",persona,7.0,False,yes,90,"The persona is described as a student who just learned about a topic in class, suggesting a current enrollment in school, and the context implies an age and educational level consistent with primary school.",primary
139249,A young child who develops their problem-solving abilities and vocabulary through solving crossword puzzles,persona,5.0,False,yes,90,engages in activities typical for a primary school child,primary
42808,"A child who eagerly flips through the pages, captivated by the colorful illustrations and imaginative storytelling",persona,5.0,False,yes,90,"behavior typical of a young child, such as flipping through pages and being captivated by illustrations, suggests a primary school student",primary
173431,A young child with Type 1 diabetes who receives ongoing care from the pediatric endocrinologist and relies on their expertise to manage their condition,persona,5.0,False,yes,90,young child and pediatric care imply primary school age,primary
188138,A curious primary school student from France.,persona,8.0,False,yes,100,Persona is explicitly described as a primary school student,primary
179253,A 10-year-old child who actively participates in school debates and is learning the importance of peaceful conflict resolution,persona,10.0,False,yes,100,"The persona is a 10-year-old child, which is within the primary school age range.",primary
39574,A young child who loves solving math problems and looks up to the accountant as a math role model,persona,5.0,False,yes,90,"The persona is described as a young child, implying an age consistent with primary school, and looks up to an accountant as a role model, suggesting an early stage of education.",primary
197774,A young child who eagerly awaits the toy reviewer's latest video to discover new toys to add to their collection,persona,5.0,False,yes,90,young child awaiting toy reviewer's video,primary
183033,A curious and engaged 5th grader who loves hearing stories about historical figures,persona,10.0,False,yes,100,5th grade is typically part of elementary/primary education,primary
70724,A young student who looks forward to garden club meetings for the delicious homemade snacks,persona,7.0,False,yes,80,"participation in garden club and mention of snacks suggests a young student, likely in primary school",primary
39710,A young child with a rare eye condition who looks up to the visually impaired individual and finds comfort in their shared experiences,persona,5.0,False,yes,80,"The persona is described as a 'young child', implying an age range consistent with primary school attendance.",primary
198490,A younger sibling who seeks assistance with reading and writing because of dyslexia,persona,6.0,False,yes,90,Seeking assistance with reading and writing due to dyslexia is common in primary school age,primary
48519,A fellow elementary school student who is fascinated by birds and enjoys drawing them,persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student,primary
39308,I am a child who just learned about flies in school and is eager to share my newfound knowledge with friends.,persona,5.0,False,yes,90,Persona describes learning in school and is referred to as a child,primary
194839,A young child from the favela with dreams of becoming a doctor one day,persona,5.0,False,yes,80,young child implies primary school age,primary
3043,A young child who looks forward to their visits and sees them as a source of love and wisdom,persona,5.0,False,yes,80,young child implies primary school age,primary
184388,A young child who eagerly awaits the retired baker's delicious pancakes,persona,5.0,False,yes,80,young child,primary
14165,A young child who looks up to the marathon enthusiast and is inspired to participate in charity runs,persona,5.0,False,yes,80,young child,primary
172307,A young student who often comes over to borrow books and asks for recommendations for their school projects,persona,7.0,False,yes,90,"borrows books and asks for recommendations for school projects, indicating a student likely in primary school",primary
79323,A young child who loves playing with dollhouses and wants to learn more about architecture,persona,5.0,False,yes,90,interests and play style typical of a primary school age child,primary
151063,A curious and artistic child who enjoys sketching and exploring different natural landscapes,persona,5.0,False,yes,90,describes a child with interests typical of a primary school age,primary
37956,A compassionate student who volunteers to disinfect the classroom to protect the child's health,persona,5.0,False,yes,90,"volunteers to disinfect the classroom, implies a young student taking care of their own classroom",primary
175696,A curious 7-year-old who loves reading and immerses herself in the vibrant world of picture books,persona,7.0,False,yes,100,Age 7 is typical for primary school,primary
196925,A dyslexic child whose life has been positively impacted by the neuroscientist's research and advocacy,persona,5.0,False,yes,90,"The persona is described as a child, implying they are likely of primary school age.",primary
31340,"A young child enrolled in a language immersion program, providing valuable firsthand insights for their research",persona,5.0,False,yes,90,"young child enrolled in a program, likely primary school age",primary
79009,A local elementary school student who is part of a gardening club and looks up to the urban gardening enthusiast as a mentor,persona,8.0,False,yes,100,Persona is described as an elementary school student,primary
114691,A kindergartener who enjoys stories about knights and castles,persona,5.0,False,yes,100,Persona is explicitly described as a kindergartener,primary
63623,"A shy, introverted child who is initially intimidated by physical activities",persona,5.0,False,yes,80,description of a child with characteristics typical of a primary school student,primary
182307,"A young, energetic child who is beginning to explore educational apps and games on a tablet",persona,5.0,False,yes,90,"young and energetic child exploring educational apps, likely in primary school age range",primary
54271,A young child who looks up to the muralist and finds inspiration in their colorful creations,persona,5.0,False,yes,80,young child implies primary school age,primary
39019,An elementary school student who prefers reading traditional storybooks over digital ones,persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student,primary
113074,A picky eater child who struggles with food preferences and texture sensitivity,persona,5.0,False,yes,80,description of a child with common issues associated with young age,primary
120050,A young child with a vivid imagination and a love for building fairy gardens,persona,5.0,False,yes,90,young child with interests typical of primary school age,primary
20940,A 3-year-old child who struggles with articulation and speech sound production,persona,3.0,False,yes,100,"The persona is a 3-year-old child, which corresponds to preschool age.",primary
73610,A young child with a sweet tooth who always looks forward to getting an ice cream from the van,persona,5.0,False,yes,90,behaviors and preferences consistent with a young child,primary
159672,A young child who is eager to learn how to ride a bike and stay safe on the roads,persona,5.0,False,yes,90,"young child learning to ride a bike, typical activity for primary school age",primary
132076,A child with speech delay whose progress is being monitored as part of the study,persona,5.0,False,yes,80,"child with speech delay, likely in early education",primary
133084,A young child who dreams of becoming an RC car racer and looks up to the shop owner as a mentor,persona,5.0,False,yes,90,young child implies primary school age,primary
40057,A young nephew who has just discovered the joy of reading and seeks book recommendations from their librarian aunt,persona,8.0,False,yes,90,"The persona is described as a 'young nephew' who has just discovered reading, suggesting an early school age.",primary
78005,A bright and curious child who thrives in learning new languages and enjoys creative writing,persona,5.0,False,yes,80,"enjoys creative writing and learning new languages, typical of a primary school student",primary
15516,A young child who has lost everything in a natural disaster and relies on the humanitarian worker for support and hope,persona,5.0,False,yes,80,young child implies primary school age,primary
70526,A young child fascinated by the tales of mountains and dreams of becoming a mountaineer,persona,5.0,False,yes,80,young child implies primary school age,primary
144282,An elementary school student who looks forward to watching the weather report every day,persona,8.0,False,yes,100,Persona is explicitly described as an elementary school student,primary
39734,A young child with cerebral palsy who is determined to learn how to walk independently,persona,5.0,False,yes,90,young child implies primary school age and educational level,primary
121493,A curious and empathetic child who becomes the designated first aider in their friend group,persona,5.0,False,yes,90,designated first aider in friend group implies a young child in a primary school setting,primary
180188,A young child who is captivated by the fire performer's performance and dreams of becoming an entertainer,persona,5.0,False,yes,80,young child implies primary school age,primary
96030,A curious middle schooler who thrives in interactive history lessons with digital resources,persona,12.0,False,yes,100,Explicitly described as a middle schooler,secondary
41399,"a middle school student who loves music, movies, and television shows.",persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
18769,A keen middle school student working on a project about famous architects in history,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
23313,A middle school student seeking guidance on how to improve their computer skills for school assignments,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
122372,A curious middle school student who loves playing strategy games based on ancient civilizations,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
111451,A middle school student who looks up to the high school student's achievements in STEM competitions,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
191922,A fellow middle school dancer who also wears braces and shares tips and advice on how to maintain oral hygiene and confidence,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
20456,"A middle schooler struggling with attention and behavior issues, benefiting from personalized interventions",persona,12.0,False,yes,100,Explicitly described as a middle schooler,secondary
195641,A middle school student excited about earth sciences and participating in the school's science fair with a volcano project,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
29945,A middle school band member interested in learning a variety of percussion instruments,persona,12.0,False,yes,100,Explicitly mentioned as a middle school band member,secondary
66161,A student council president who feels environmental efforts detract from other school priorities,persona,17.0,False,yes,90,Student council president is a common role in secondary schools,secondary
173385,A student at Mountain Logan Middle School (MLMS),persona,12.0,False,yes,100,Explicitly mentioned as a middle school student,secondary
74499,A shy and quiet middle school student who is always grateful for the bus driver's kind gestures,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
3310,A middle school student who loves playing mobile games after school and interacts actively with their favorite YouTubers,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
192817,A creative writing enthusiast in middle school who enjoys crafting stories and sometimes struggles with math homework,persona,12.0,False,yes,100,Explicitly mentioned as being in middle school,secondary
90818,A middle school student currently working on a science fair project about the water cycle,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
124609,A creative middle schooler who has started a cooking vlog using the new kitchen,persona,12.0,False,yes,100,Persona is explicitly described as a middle schooler,secondary
21530,A middle school student who turns to the stream for encouragement while dealing with school stress,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
111683,An ambitious 8th grader with a penchant for documentary filmmaking and a keen interest in local legends,persona,13.0,False,yes,100,8th grade is typically part of middle school or junior high school,secondary
85360,A middle school student working on a school project about mystery novels,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
149329,A middle school student who attends the coding workshops and looks up to the advocate as a role model,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
53014,A middle school student who aspires to beat their grandparent in a game of chess,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
121207,A straight-laced student council president who occasionally clashes with the blogger's radical ideas,persona,17.0,False,yes,90,student council president implies a secondary school setting,secondary
112135,A middle school student who is obsessed with freshwater aquariums and often daydreams about discovering new species.,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
87874,A Japanese middle school student who is a big fan of Super Sentai.,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
122827,a middle school student who loves reading books about animals and history,persona,12.0,False,yes,100,explicitly described as a middle school student,secondary
36766,an Israeli student attending Stephen Lewis Secondary School,persona,11.0,False,yes,100,attending a secondary school,secondary
148450,A shy but imaginative middle schooler who is looking for a captivating adventure novel to read,persona,12.0,False,yes,100,Explicitly described as a middle schooler,secondary
17374,A curious middle school student who is fascinated by rocks and minerals,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
43752,a rebellious middle school student who is uninterested in learning about extinct creatures,persona,12.0,False,yes,100,explicitly described as a middle school student,secondary
90719,A curious middle school student who loves learning about aerodynamics and helps their grandparent with building model airplanes,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
21697,a middle school student from Uganda,persona,12.0,False,yes,100,explicitly described as a middle school student,secondary
123260,A picky eater and student council representative trying to cater to the diverse food preferences of the student body,persona,17.0,False,yes,90,student council representative implies a secondary school setting,secondary
20845,A middle schooler with severe allergies who relies on the school nurse for emergency care,persona,12.0,False,yes,100,Explicitly described as a middle schooler,secondary
198636,A curious and enthusiastic group of middle school students eager to learn through gaming,persona,12.0,False,yes,100,Explicitly described as middle school students,secondary
197487,A middle school student who participated in building the arcade machine,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
38352,An inquisitive middle school student joining the science club for the first time,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
71383,"A middle schooler struggling with fractions and decimals, seeking extra support outside the classroom",persona,12.0,False,yes,100,Explicitly described as a middle schooler,secondary
69806,A middle schooler who loves exploring their town's history through geocaching and local legends,persona,12.0,False,yes,100,Explicitly described as a middle schooler,secondary
66135,A shy middle schooler with a hidden knack for strategic thinking and chess,persona,12.0,False,yes,100,Explicitly described as a middle schooler,secondary
131821,A curious middle school student from India studying for a history test,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
28109,A precocious middle school student benefiting from the sibling's guidance and support,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
90612,A middle school student who aspires to be a nurse and seeks guidance on how to start their journey,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
192879,A curious middle school student who loves snakes and researching animals on Wikipedia.,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
125281,A middle school student who dislikes mathematics.,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
97625,A middle school student interested in genetic genealogy and exploring their Irish heritage,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
75127,A fellow student who is running against the student council president for the next term and challenges her on her budgeting plans during campaign debates,persona,17.0,False,yes,90,participating in student council elections and debates is typical for secondary school students,secondary
114465,A fellow middle school student from another country who shares their experiences and challenges in expressing empathy,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
155660,Non-English speaking middle school student struggling to learn English,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
5301,a middle school student who has just started learning history in school.,persona,12.0,False,yes,100,Explicitly described as a middle school student,secondary
53699,A group of enthusiastic middle school students eager to learn about human evolution,persona,12.0,False,yes,100,Explicitly described as middle school students,secondary
134253,A high school student who has experienced improved concentration and focus in class due to regular exercise,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
99278,A high school student with a learning disability who looks up to their special education teacher as a role model,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
185651,a high school student who is fascinated with how the world of online gaming and real world shopping can intersect.,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
18211,A high school student who finds science classes boring but gets excited about learning through comedy,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
110531,A high school student who finds inspiration in the blogger's mathematical explanations and aspires to pursue a career in mathematics,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
64347,A high school senior in Pennsylvania with an aspiration to become a materials scientist.,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior,highschool
174778,A high school student who dreams of becoming a hematologist and seeks guidance and advice,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
141832,A high school student who learns about AAVE from their elder and incorporates it into their poetry,persona,16.0,False,yes,100,Persona is explicitly described as a high school student,highschool
41653,A high school student who is the president of the school's anti-drug coalition,persona,16.0,False,yes,100,Persona is explicitly described as a high school student,highschool
71532,A high school student interested in machine learning and looking for tips to get started with neural networks,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
119251,A high school student interested in photography who helps take pictures of the dishes for the blog,persona,16.0,False,yes,100,Persona is explicitly described as a high school student,highschool
168199,A high school female athlete who played in the Iowa Girl's State Championship.,persona,16.0,False,yes,100,Persona is described as a high school athlete.,highschool
178162,A high school senior who has benefited from the individualized education plans and is now considering a career in education,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior,highschool
126629,A high school student in Hungary trying to choose a sports career path,persona,16.0,False,yes,100,Persona is explicitly described as a high school student,highschool
35079,A camera operator always looking for the perfect shot during high school matches,persona,16.0,False,yes,90,high school matches implies the persona is likely a student participating in or closely associated with a high school,highschool
195254,A high school student curious about the history of their own school,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
158187,"A high school student in China preparing for the National Higher Education Entrance Examination (a.k.a., the Gaokao)",persona,16.0,False,yes,100,Explicitly described as a high school student,highschool
27287,A high school student interested in pursuing women's studies and seeks guidance on how to navigate the field,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
30221,"A high school student on the baseball team, who is keen on learning the sport's history and tactics",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
190593,A high school student seeking guidance in the subjects the student excels in to improve their grades,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
57298,A high school robotics club member who relies on the electrical engineer's guidance to construct complex circuits for their robot.,persona,16.0,False,yes,100,Persona is a high school robotics club member,highschool
176055,A high school student who struggled with reading comprehension and found solace in art,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
99904,A high school biology student preparing for a microbiology test,persona,16.0,False,yes,100,explicitly described as a high school student,highschool
98655,An older high school student who's won the local astronomy quiz competition twice in a row,persona,16.0,False,yes,100,Described as a high school student,highschool
183192,A high school history enthusiast eager to learn about the contributions of Mexican immigrants,persona,16.0,False,yes,100,Persona is explicitly described as a high school enthusiast,highschool
142547,A curious high schooler conducting a research project on biodegradation,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high schooler,highschool
47580,A high school student who attends Saint Spyridon College,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
58587,a close high school friend of Barb,persona,16.0,False,yes,90,described as a high school friend,highschool
160999,An underdog high school football player with an inspiring story,persona,16.0,False,yes,100,explicitly described as a high school football player,highschool
73512,A curious high school physics student who just learned about basic symmetries,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
190943,A curious high school student seeking guidance for their science fair project,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
63268,A gifted high school student with a passion for math and dreams of winning the Fields Medal,persona,16.0,False,yes,100,Explicitly described as a high school student,highschool
11926,A high school student who admires the content creator's visually appealing infographics and shares them with friends,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
68460,"A high school student with vision impairment, determined to excel in academics and sports despite her condition",persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
67613,A high school student who aspires to become a filmmaker and looks up to the YouTuber's content,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
80944,A high school student trying to build her self-confidence and physical strength,persona,16.0,False,yes,100,Explicitly described as a high school student,highschool
129609,A motivated high school student with dreams of attending a top-tier university to study urban planning,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
180734,A high school student who recently moved to a new military base and is struggling to adapt to the new environment,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
128504,A motivated high school junior who shares the teacher's passion for education,persona,16.0,False,yes,100,Persona is explicitly described as a high school junior,highschool
40249,"A high school student with a passion for biology, participating in the local Future Farmers of America club",persona,16.0,False,yes,100,Explicitly described as a high school student,highschool
123260,A picky eater and student council representative trying to cater to the diverse food preferences of the student body,persona,17.0,False,yes,90,student council representative implies high school setting,highschool
146242,A high school student who is following in her mother's footsteps and participating actively in writing competitions,persona,16.0,False,yes,100,Persona is explicitly described as a high school student,highschool
102358,"A high school senior in the UK, who is passionate about sports and considering to pursue sports studies in university.",persona,16.0,False,yes,100,Persona is explicitly described as a high school senior,highschool
19832,A sporty high school student who sometimes feels smothered by her parent's overprotectiveness,persona,16.0,False,yes,100,Persona is explicitly described as a high school student,highschool
64760,A high school student who assists with organizing fundraising events for the politician's campaigns,persona,16.0,False,yes,100,Persona is explicitly described as a high school student,highschool
14656,A high school senior who was initially disinterested in math but became motivated after experiencing the math teacher's unique teaching methods,persona,16.0,False,yes,100,Persona is explicitly described as a high school senior,highschool
50425,a high school senior who didn't win any major awards,persona,16.0,False,yes,100,explicitly described as a high school senior,highschool
33060,an Austrian high school student who struggles with language courses,persona,16.0,False,yes,100,explicitly described as a high school student,highschool
1472,A high school student determined to follow in their sibling's footsteps and get into Harvard,persona,16.0,False,yes,100,Explicitly described as a high school student,highschool
18602,A high school student who enjoys retro gaming and wants to learn the art of electronic repair,persona,16.0,False,yes,100,Persona explicitly describes themselves as a high school student,highschool
191262,A fellow high school teenager passionate about 3D printing and often collaborates on interesting projects for the robotics club,persona,16.0,False,yes,100,Explicitly described as a high school teenager,highschool
169149,a freshman student recently accepted to the South Carolina Honors College,persona,18.0,False,yes,100,explicitly described as a freshman student,university
150215,a freshman student at the College of Charleston who relies heavily on Information Technology services in his learning.,persona,18.0,False,yes,100,explicitly described as a freshman student at a college,university
186034,a college freshman who loved photography and was close friends with Dylan Pietrs.,persona,18.0,False,yes,100,Persona is explicitly described as a college freshman,university
42729,A freshman in mathematics at a university,persona,18.0,False,yes,100,Persona is explicitly described as a freshman at a university,university
69617,A freshman studying sociology at Estrella Mountain Community College,persona,18.0,False,yes,100,Explicitly described as a freshman at a community college,university
107607,A high school friend who attends a different university but they keep in touch regularly discussing their college experiences,persona,16.0,False,yes,100,attends a university and discusses college experiences,university
52805,a freshman studying at Penn State Behrend university,persona,18.0,False,yes,100,explicitly described as a freshman at a university,university
110666,A local credit counselor who offers advice and resources to help the college freshman navigate the world of credit,persona,18.0,False,yes,100,explicitly mentioned as a college freshman,university
13698,a freshman at the American University in Dubai who is majoring in Digital Production and Storytelling,persona,18.0,False,yes,100,Persona is explicitly described as a freshman at a university.,university
100034,university freshman interested in cross-disciplinary studies,persona,18.0,False,yes,100,explicitly described as a university freshman,university
44203,A college freshman who struggles with distinguishing reliable information from misinformation online,persona,18.0,False,yes,100,Persona is explicitly described as a college freshman,university
29585,a freshman college football player for Alabama State University,persona,18.0,False,yes,100,explicitly described as a freshman,university
194725,A freshman in college who is interested in studying abroad but is unsure about the application requirements and process,persona,18.0,False,yes,100,Persona is explicitly described as a freshman in college,university
29065,"A college freshman enrolled in an archaeology course, inspired by the stories of past civilizations",persona,18.0,False,yes,100,Persona is explicitly described as a college freshman,university
192914,A college athlete studying sports management and often reflects on the impact of high school academics on their career,persona,16.0,False,yes,90,currently studying sports management in college,university
24123,A college freshman discovering the world of literature and finding their passion for writing,persona,18.0,False,yes,100,Persona is explicitly described as a college freshman,university
135243,A university freshman who navigated through high school with help from the counselor and is now studying social work,persona,16.0,False,yes,100,Persona is explicitly described as a university freshman,university
111787,an undecided freshman at the University of Georgia,persona,18.0,False,yes,100,explicitly described as a freshman at a university,university
57362,A sports broadcasting intern who is a freshman at the University of Arizona,persona,18.0,False,yes,100,Persona is explicitly described as a freshman at a university,university
194503,an ambitious freshman now studying at Baker University,persona,18.0,False,yes,100,explicitly described as a freshman at a university,university
49350,a freshman at the University of Vermont studying Business Administration,persona,18.0,False,yes,100,explicitly described as a freshman at a university,university
30625,an incoming freshman at Barton College who's interested in studying audio recording technologies,persona,18.0,False,yes,100,Persona is described as an 'incoming freshman' at a college.,university
50025,"As someone who played football in high school but decided to focus on his college education, I've retained a fondness for the beautiful game, particularly the various narratives it spawns. Football, to me, represents an intricate, global tapestry of stories, its players the weft and warp. Hence, I have a penchant for reading about lesser-known players and managers from all corners of the footballing world.",persona,16.0,False,yes,90,"Persona mentions 'college education' and implies they are currently in college, likely as a first-year student given the context.",university
78061,A freshman student at Wayne State College who's never experienced a tornado,persona,18.0,False,yes,100,Explicitly described as a freshman student at a college,university
183170,a freshman majoring in linguistics at Ternopil Volodymyr Hnatiuk National Pedagogical University,persona,18.0,False,yes,100,explicitly described as a freshman,university
72382,a freshman in university who is passionate about fencing and is planning to participate in future World Fencing Championship,persona,18.0,False,yes,100,Persona is explicitly described as a freshman in university,university
38335,"A former teammate from their high school basketball team, now playing for a different university",persona,16.0,False,yes,100,playing for a university implies current university enrollment,university
2460,A college freshman experiencing the challenges of living away from home for the first time,persona,18.0,False,yes,100,Explicitly described as a college freshman,university
183507,"a freshman studying at the American University Washington, DC",persona,18.0,False,yes,100,explicitly described as a freshman,university
82428,"a recent graduate of Woodbridge High School, now studying at university",persona,16.0,False,yes,90,"recent high school graduate now at university, implying first year",university
113530,a freshman at Columbia College,persona,18.0,False,yes,100,explicitly described as a freshman at a college,university
28250,a freshman student enrolled at Canisius College who is a dedicated fan of the Golden Griffins men's ice hockey team.,persona,18.0,False,yes,100,explicitly described as a freshman student at a college,university
97220,A freshman who just joined the Temple University Diamond Marching Band.,persona,18.0,False,yes,100,Persona is explicitly described as a freshman,university
141773,a freshman college student who just started following college baseball closely,persona,18.0,False,yes,100,explicitly described as a freshman college student,university
8181,a freshman college student who is searching for the perfect college accommodation.,persona,18.0,False,yes,100,explicitly described as a freshman college student,university
63058,An older sibling who learned about the importance of credit-building the hard way and shares their experiences and tips with the college freshman,persona,18.0,False,yes,100,The persona is explicitly described as a 'college freshman'.,university
12765,"A freshman undergraduate student at Lafayette College, majoring in biology.",persona,18.0,False,yes,100,Explicitly described as a freshman undergraduate student,university
145283,An average college freshman who is more interested in subjects related to his chosen major and is not particularly enthusiastic about general education requirements,persona,18.0,False,yes,100,Persona is explicitly described as a college freshman,university
122056,A political science major who attributes their university debate success to their high school coach,persona,16.0,False,yes,90,"Mention of being a major implies current university enrollment, and success in university debate suggests they are likely in their early years of study.",university
68717,"A freshly graduated high school student from Sikkim, who is excited and nervous about starting her undergraduate studies at Sikkim Alpine University.",persona,16.0,False,yes,100,"starting undergraduate studies, implying first year",university
152528,A freshman track athlete at Amherst College who gets intimidated easily,persona,18.0,False,yes,100,Explicitly described as a freshman,university
33565,A college freshman volunteering in social work inspired by early education experiences,persona,18.0,False,yes,100,explicitly described as a college freshman,university
68568,a freshman college student majoring in Social Genetics,persona,18.0,False,yes,100,explicitly described as a freshman college student,university
53281,A college football player who has successfully transitioned from high school to the college level,persona,16.0,False,yes,90,"transitioned from high school to college level, implying first year",university
197242,"A current college football player who graduated from Wells High School, where Timothy Roche coached me",persona,16.0,False,yes,90,current college football player implies first-year university student,university
58981,"A university freshman working part-time in the alumni office, hoping to network and learn about different career paths",persona,18.0,False,yes,100,Persona is explicitly described as a 'university freshman',university
29158,A college freshman interested in studying automobile engineering,persona,18.0,False,yes,100,Persona is explicitly described as a college freshman,university
164105,a recent high school graduate in Texas who's about to attend Texas A&M University,persona,16.0,False,yes,100,recent high school graduate about to attend university,university
46202,a freshman at a UK university who follows fashion trends,persona,18.0,False,yes,100,explicitly described as a freshman,university
95088,a freshman college student who is the first in his family to attend college,persona,18.0,False,yes,100,explicitly described as a freshman college student,university
143216,"I am a freshman at Utah Tech University, enthusiastic about football, and deeply involved in school spirit.",persona,18.0,False,yes,100,Persona explicitly states they are a freshman at a university.,university
